"","Dim 1","Dim 2","Dim 3"
"1",-0.00643584699553229,-0.103255458202483,-0.158539190759985
"2",-0.0350936136220465,-0.054559070809168,-0.200864247492683
"3",-0.034830786458538,-0.147745392808943,0.112660082844068
"4",0.131636519255427,-0.0291848684725166,-0.31225461405878
"5",-0.112304884571676,-0.66518064087246,-0.0670081762253508
"6",-0.0373274148127912,-0.214395106770969,-0.109682605865879
"7",-0.0662314615113365,0.285351660591988,-0.430676214629417
"8",-0.227885157270495,5.94422498618138,0.374641130514618
"9",-0.012434891318913,-0.0526348364269225,-0.0746004084470626
"10",-0.029360817016352,-0.122437865136941,-0.0766434295238787
"11",-0.0123735269195856,-0.501938657269648,-0.156181702733183
"12",-0.169831716881471,-0.395427726402843,3.54989518231174
"13",-0.0142631488305921,-0.178380129103296,-0.138976243567049
"14",-0.133058282410535,-0.820328071502384,-0.0477744315322804
"15",-0.0292912932162405,-0.0445909183527747,-0.143943154997632
"16",0.0468935275194544,-0.240139384518469,-0.192596607538806
"17",-0.0603916807949901,-0.250410084438642,-0.0803889681647092
"18",-0.0396580890758237,-0.113197307048064,-0.122758426053324
"19",0.0422321789933893,-0.0377437850726602,-0.218748247913698
"20",-0.0852719908579902,-0.415065417307336,-0.0295456186983687
"21",-0.0530864283636567,-0.411984207331284,-0.0632079105105987
"22",0.0166880817756644,-0.0401891898155584,-0.192032143300818
"23",-0.025209191816418,-0.0619057764687538,0.0112371235219365
"24",-0.0169955387188918,-0.154054818057747,-0.139879318372609
"25",-0.019964691310692,-0.203836354761563,-0.129202788352934
"26",0.0325155137406268,-0.0740852846246458,0.110313582354457
"27",-0.0823073778644671,-0.214610771468252,0.153762004389445
"28",-0.0232712457803859,-0.0985140315357022,-0.188169141282134
"29",-0.0534912709411352,-0.184424628172525,-0.142261596948536
"30",-0.0269556839030744,-0.282159774441252,-0.138790145074612
"31",-0.0662314615113365,0.285351660591988,-0.430676214629416
"32",-0.0164170682185071,-0.0433584343623547,-0.157408071722524
"33",-0.127325414355445,1.25200228467541,0.202607392601853
"34",-0.0526165839003028,-0.198955292917175,-0.0962775148729393
"35",-0.0552330405148142,-0.238525206640177,-0.119900974131294
"36",-0.0662314615113365,0.285351660591988,-0.430676214629416
"37",-0.0588434278523173,0.219363144803035,-0.373329602703059
"38",-0.0479515257634903,-0.168082418004296,-0.105810642897878
"39",-0.0662314615113365,0.285351660591988,-0.430676214629416
"40",-0.0594383441039394,-0.204920052845982,-0.0413078583640112
"41",-0.101890662196147,-0.354713477294316,-0.0128628897216779
"42",-3.16909486646252e-05,-0.0417898183745462,-0.174545238463295
"43",-0.0526165839003028,-0.198955292917175,-0.0962775148729393
"44",-0.0662314615113365,0.285351660591988,-0.430676214629416
"45",-0.00072198544035487,-0.117921593164911,-0.162188199700572
"46",0.0814865191420301,-0.0626369001766248,-0.62942415876384
"47",-0.00223226915520099,-0.324470075777333,-0.217598707833016
"48",-0.0461632430557644,-0.10080854028354,-0.0884790961866719
"49",-0.0292912932162404,-0.0445909183527753,-0.143943154997632
"50",-0.0406574988455008,0.0569298751686902,-0.232168711807412
"51",-0.00851361483377821,-0.0979223182161467,-0.157212278417953
"52",0.131636519255427,-0.0291848684725159,-0.312254614058779
"53",-0.0503999608134382,0.143947698187089,-0.307790617644366
"54",-0.0293822089548479,-0.146390771839761,-0.0559358216858006
"55",-0.107428725175129,-0.277228606396499,0.268084009828818
"56",-0.0426200307499903,-0.132799132389575,-0.116705646354951
"57",-0.0585230656654862,0.21464590531826,-0.633066583210588
"58",-0.037773217101354,-0.100723418194375,-0.126610194952289
"59",0.0468935275194545,-0.240139384518469,-0.192596607538807
"60",0.0994509567610932,-0.0322660784485678,-0.27859232224655
"61",0.0698988221250163,0.231687984707242,-0.507978769951977
"62",-0.0409539385582716,-0.121773105634976,-0.120110334935286
"63",-0.011989392441991,-0.1198579773762,-0.171855490971829
"64",0.154754458826297,-0.0759484318100418,-1.70929828983103
"65",0.0350798317724264,-0.0384284984006716,-0.211267738622091
"66",-0.011410425163833,-0.0428791350327466,-0.162644428226649
"67",-0.0577108809415521,0.0754565933675168,-0.14869706583249
"68",-0.0479515257634903,-0.168082418004296,-0.105810642897878
"69",0.0243513109409819,-0.0394555683926888,-0.200046974684681
"70",-0.0160469774397689,-0.0509111396967477,-0.0894595684221846
"71",-0.0539180720796378,0.175370800943733,-0.335098528085488
"72",0.00444831619789545,-0.136662191311836,-0.0392603131984466
"73",0.0033593442419145,-0.128397403852358,-0.164794634658135
"74",-0.0233589927813854,-0.129799243924211,-0.0802393967902822
"75",0.0166880817756644,-0.0401891898155584,-0.192032143300817
"76",-0.081174787813388,-0.432459494927578,-0.0958587932649558
"77",-0.0386214094898654,-0.106336668178535,-0.124876898947755
"78",-0.105466008823543,0.4845368446442,-1.18842323430649
"79",-0.0360182153143069,-0.0697504180426115,0.0838688813418592
"80",-0.0665378110730518,-0.0918999942511516,0.288946785774582
"81",0.0399163098807575,-0.345659154446473,-0.25559249889442
"82",-0.00868902423061805,-0.0544223737767322,-0.0591909092136026
"83",-0.268353729442591,4.17702503352166,0.135128691735696
"84",-0.0050553203150447,0.00105575003402878,-0.499601298599768
"85",0.0033593442419145,-0.128397403852358,-0.164794634658135
"86",-0.112284962570645,0.0277385139370645,0.291060186238935
"87",-0.149392389849754,-0.492107094215643,0.453837771824324
"88",9.78610856004573,0.356673313132968,0.365780552578508
"89",-0.00868902423061805,-0.0544223737767322,-0.0591909092136026
"90",-0.0560814186699777,-0.174671994796334,0.0679349777828582
"91",-0.0465511370768807,-0.169624097412905,-0.00546850453964563
"92",0.108646831759474,-0.0313857327411244,-0.288210119907187
"93",-0.00280266166329737,-0.0572313610407198,-0.034975981846737
"94",0.000548474184579306,-0.0479833300618984,-0.118875667119163
"95",0.0350798317724264,-0.0384284984006716,-0.211267738622091
"96",-0.0759418745843652,-0.353319667481576,-0.0486118747482464
"97",-0.0594383441039394,-0.204920052845982,-0.0413078583640112
"98",-0.0858842054852058,-0.188640829391214,0.213054099848787
"99",0.00444831619789545,-0.136662191311836,-0.0392603131984466
"100",-0.012434891318913,-0.0526348364269219,-0.0746004084470625
"101",-0.029360817016352,-0.122437865136941,-0.0766434295238786
"102",-0.0465511370768807,-0.169624097412905,-0.00546850453964563
"103",-0.034830786458538,-0.147745392808943,0.112660082844068
"104",-0.0931954911189584,-0.154054747608987,0.314880353123669
"105",-0.0461632430557644,-0.10080854028354,-0.0884790961866719
"106",-0.0665378110730518,-0.0918999942511516,0.288946785774582
"107",-0.0233589927813854,-0.129799243924211,-0.0802393967902822
"108",-0.169831716881471,-0.395427726402843,3.54989518231174
"109",-0.0417567916376283,-0.0832553476147754,0.130613178342164
"110",-0.107428725175129,-0.277228606396499,0.268084009828818
"111",-0.105283992147294,-0.155693309162307,0.421641956799879
"112",-0.0160469774397689,-0.0509111396967477,-0.0894595684221846
"113",-0.0560814186699777,-0.174671994796334,0.0679349777828582
"114",0.000548474184579306,-0.0479833300618984,-0.118875667119163
"115",-0.025209191816418,-0.0619057764687538,0.0112371235219368
"116",-0.127325414355445,1.25200228467541,0.202607392601853
"117",-0.00868902423061805,-0.0544223737767322,-0.0591909092136026
